MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L01_weight,MI_dir_L01_mean,MI_dir_L01_variance,MI_dir_L001_weight,MI_dir_L001_mean,MI_dir_L001_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L01_weight,H_L01_mean,H_L01_variance,H_L001_weight,H_L001_mean,H_L001_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L01_weight,HH_L01_mean,HH_L01_std,HH_L01_magnitude,HH_L01_radius,HH_L01_covariance,HH_L01_pcc,HH_L001_weight,HH_L001_mean,HH_L001_std,HH_L001_magnitude,HH_L001_radius,HH_L001_covariance,HH_L001_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L01_weight,HH_jit_L01_mean,HH_jit_L01_variance,HH_jit_L001_weight,HH_jit_L001_mean,HH_jit_L001_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L01_weight,HpHp_L01_mean,HpHp_L01_std,HpHp_L01_magnitude,HpHp_L01_radius,HpHp_L01_covariance,HpHp_L01_pcc,HpHp_L001_weight,HpHp_L001_mean,HpHp_L001_std,HpHp_L001_magnitude,HpHp_L001_radius,HpHp_L001_covariance,HpHp_L001_pcc,label
1.0,566.0,0.0,1.0,566.0,0.0,1.0,566.0,0.0,1.0,566.0,0.0,1.0,566.0,0.0,1.0,566.0,0.0,1.0,566.0,0.0,1.0,566.0,0.0,1.0,566.0,0.0,1.0,566.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,1507657906.041672,0.0,1.0,1507657906.041672,0.0,1.0,1507657906.041672,0.0,1.0,1507657906.041672,0.0,1.0,1507657906.041672,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,ack
1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,1505661693,0,1,1505661693,0,1,1505661693,0,1,1505661693,0,1,1505661693,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,benign_traffic
1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,1.0,75.0,0.0,75.0,0.0,0.0,0.0,1.0,75.0,0.0,75.0,0.0,0.0,0.0,1.0,75.0,0.0,75.0,0.0,0.0,0.0,1.0,75.0,0.0,75.0,0.0,0.0,0.0,1.0,75.0,0.0,75.0,0.0,0.0,0.0,1.0,1507652957.805947,0.0,1.0,1507652957.805947,0.0,1.0,1507652957.805947,0.0,1.0,1507652957.805947,0.0,1.0,1507652957.805947,0.0,1.0,75.0,0.0,75.0,0.0,0.0,0.0,1.0,75.0,0.0,75.0,0.0,0.0,0.0,1.0,75.0,0.0,75.0,0.0,0.0,0.0,1.0,75.0,0.0,75.0,0.0,0.0,0.0,1.0,75.0,0.0,75.0,0.0,0.0,0.0,scaner
1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,1507657058.7384279,0.0,1.0,1507657058.7384279,0.0,1.0,1507657058.7384279,0.0,1.0,1507657058.7384279,0.0,1.0,1507657058.7384279,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,syn
1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507655924.891676,0.0,1.0,1507655924.891676,0.0,1.0,1507655924.891676,0.0,1.0,1507655924.891676,0.0,1.0,1507655924.891676,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,udp
1.0,554.0,0.0,1.0,554.0,0.0,1.0,554.0,0.0,1.0,554.0,0.0,1.0,554.0,0.0,1.0,554.0,0.0,1.0,554.0,0.0,1.0,554.0,0.0,1.0,554.0,0.0,1.0,554.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,1507659307.679248,0.0,1.0,1507659307.679248,0.0,1.0,1507659307.679248,0.0,1.0,1507659307.679248,0.0,1.0,1507659307.679248,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,udpplain
1.996584979757385,566.0,5.820766091346741e-11,1.997949586135936,566.0,5.820766091346741e-11,1.9993160610461285,566.0,0.0,1.999931585045728,565.9999999999999,1.7462298274040222e-10,1.9999931582939363,565.9999999999999,1.1641532182693479e-10,1.996584979757385,566.0,5.820766091346741e-11,1.997949586135936,566.0,5.820766091346741e-11,1.9993160610461285,566.0,0.0,1.999931585045728,565.9999999999999,1.7462298274040222e-10,1.9999931582939363,565.9999999999999,1.1641532182693479e-10,1.996584979757385,566.0,7.62939453125e-06,566.0,5.820766091346741e-11,0.0,0.0,1.997949586135936,566.0,7.62939453125e-06,566.0,5.820766091346741e-11,0.0,0.0,1.9993160610461285,566.0,0.0,566.0,0.0,0.0,0.0,1.999931585045728,565.9999999999999,1.3214498959113138e-05,565.9999999999999,1.7462298274040222e-10,0.0,0.0,1.9999931582939363,565.9999999999999,1.0789593218788871e-05,565.9999999999999,1.1641532182693479e-10,0.0,0.0,1.996584979757385,752539580.8382598,5.682564279311193e+17,1.997949586135936,753055329.2286515,5.682574919179732e+17,1.9993160610461285,753571078.3432975,5.6825802391239616e+17,1.999931585045728,753803165.5525305,5.6825808974675206e+17,1.9999931582939363,753826374.2744485,5.682580904050959e+17,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,ack
1,354,0,1,354,0,1,354,0,1,354,0,1,354,0,1.000000032,353.9999996,4.59E-06,1.000031776,353.9996187,0.004575383,1.031757072,353.6306448,4.29583941,2.597515222,346.6197997,34.09504708,5.319895236,344.2626949,22.18829857,1.000000032,353.9999996,0.002142519,353.9999996,4.59E-06,0,0,1.000031776,353.9996187,0.067641574,353.9996187,0.004575383,0,0,1.031757072,353.6306448,2.072640685,353.6306448,4.29583941,0,0,2.597515222,346.6197997,5.839096427,346.6197997,34.09504708,0,0,5.319895236,344.2626949,4.710445687,344.2626949,22.18829857,0,0,1.000000032,4.980575201,4.23E-07,1.000031776,4.980690887,0.000422029,1.031757072,5.092511423,0.418370441,2.597515222,31.24484876,6976.104978,5.319895236,58.01651105,12740.63613,1.000000032,353.9999996,0.002142519,353.9999996,4.59E-06,0,0,1.000031776,353.9996187,0.067641574,353.9996187,0.004575383,0,0,1.031757072,353.6306448,2.072640685,353.6306448,4.29583941,0,0,2.597515222,346.6197997,5.839096427,346.6197997,34.09504708,0,0,5.319895236,344.2626949,4.710445687,344.2626949,22.18829857,0,0,benign_traffic
1.1060017555111188,61.4376345469108,19.497725113191336,1.260128438906291,63.0964514910726,36.858760529522904,1.638355510260641,65.84447794995745,53.50924674182443,1.9561064789562588,67.33170578321293,56.22167705659649,1.9955214594589763,67.48316778108375,56.249716676406024,1.1060017555111188,61.4376345469108,19.497725113191336,1.260128438906291,63.0964514910726,36.858760529522904,1.638355510260641,65.84447794995745,53.50924674182443,1.9561064789562588,67.33170578321293,56.22167705659649,1.9955214594589763,67.48316778108375,56.249716676406024,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507652958.453515,0.0,1.0,1507652958.453515,0.0,1.0,1507652958.453515,0.0,1.0,1507652958.453515,0.0,1.0,1507652958.453515,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,scaner
1.9925769782344207,74.0,0.0,1.995539551782868,74.0,0.0,1.9985109678112658,74.0,0.0,1.9998509969121727,74.0,9.094947017729282e-13,1.9999850986920369,73.99999999999999,1.8189894035458565e-12,1.9925769782344207,74.0,0.0,1.995539551782868,74.0,0.0,1.9985109678112658,74.0,0.0,1.9998509969121727,74.0,9.094947017729282e-13,1.9999850986920369,73.99999999999999,1.8189894035458565e-12,1.9925769782344207,74.0,0.0,74.0,0.0,0.0,0.0,1.995539551782868,74.0,0.0,74.0,0.0,0.0,0.0,1.9985109678112658,74.0,0.0,74.0,0.0,0.0,0.0,1.9998509969121727,74.0,9.5367431640625e-07,74.0,9.094947017729282e-13,0.0,0.0,1.9999850986920369,73.99999999999999,1.3486991523486091e-06,73.99999999999999,1.8189894035458565e-12,0.0,0.0,1.9925769782344207,751020263.6710775,5.68249565333094e+17,1.995539551782868,752143564.9621222,5.6825461258427456e+17,1.9985109678112658,753266873.7361223,5.6825713623228e+17,1.9998509969121727,753772363.7965832,5.682574485347597e+17,1.9999850986920369,753822912.812908,5.682574516577858e+17,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,syn
