MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L01_weight,MI_dir_L01_mean,MI_dir_L01_variance,MI_dir_L001_weight,MI_dir_L001_mean,MI_dir_L001_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L01_weight,H_L01_mean,H_L01_variance,H_L001_weight,H_L001_mean,H_L001_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L01_weight,HH_L01_mean,HH_L01_std,HH_L01_magnitude,HH_L01_radius,HH_L01_covariance,HH_L01_pcc,HH_L001_weight,HH_L001_mean,HH_L001_std,HH_L001_magnitude,HH_L001_radius,HH_L001_covariance,HH_L001_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L01_weight,HH_jit_L01_mean,HH_jit_L01_variance,HH_jit_L001_weight,HH_jit_L001_mean,HH_jit_L001_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L01_weight,HpHp_L01_mean,HpHp_L01_std,HpHp_L01_magnitude,HpHp_L01_radius,HpHp_L01_covariance,HpHp_L01_pcc,HpHp_L001_weight,HpHp_L001_mean,HpHp_L001_std,HpHp_L001_magnitude,HpHp_L001_radius,HpHp_L001_covariance,HpHp_L001_pcc,label
167.31178787298666,237.1863050178354,58261.28365315143,248.77579109551803,290.40040251559896,63498.258192998976,661.4981741267981,358.31947057504266,61955.08401328642,5276.7416283263265,386.5529809067747,58595.841320011124,10384.004937289184,387.871916731708,58399.943322304054,167.31178787298666,237.1863050178354,58261.28365315143,248.77579109551803,290.40040251559896,63498.258192998976,661.4981741267981,358.31947057504266,61955.08401328642,5276.7416283263265,386.5529809067747,58595.841320011124,10384.004937289184,387.871916731708,58399.943322304054,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507657932.171869,0.0,1.0,1507657932.171869,0.0,1.0,1507657932.171869,0.0,1.0,1507657932.171869,0.0,1.0,1507657932.171869,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,ack
1,102,0,1,102,1.46E-11,1.000021427,101.9991247,0.036662632,2.115226262,91.87441321,303.0138303,25.83405114,91.95952771,419.9555981,1,102,0,1,102,1.46E-11,1.000021427,101.9991247,0.036662632,2.115226262,91.87441321,303.0138303,25.83405114,91.95952771,419.9555981,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,3.64E-12,-2.16E-180,0,1.071346153,102,1.35E-06,144.2497834,1.82E-12,1.03E-40,0,3.75283688,101.8875168,2.170631757,144.097993,5.506873065,0.019056336,0.005199756,1,39.028368,0,1,39.028368,0,1,39.028368,4.55E-13,1.071346153,39.1910304,6.352334146,3.75283688,4032465.275,6.06E+15,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.91E-06,144.2497834,3.64E-12,-2.16E-180,0,1.071346153,102,1.35E-06,144.2497834,1.82E-12,1.03E-40,0,3.75283688,101.8875168,2.170631757,144.097993,5.506873065,0.019056336,0.005199756,benign_traffic
70.70306621422526,60.00000460150357,0.0002208721434726613,88.96506541088397,60.0004272517774,0.020507770222593532,225.23053096316085,60.01991425090346,0.9489669594731822,2245.6869602915185,60.02814529168711,1.0916545671002496,8095.339696082148,60.02405133289139,0.8420538327754912,70.70306621422526,60.00000460150357,0.0002208721434726613,88.96506541088397,60.0004272517774,0.020507770222593532,225.23053096316085,60.01991425090346,0.9489669594731822,2245.6869602915185,60.02814529168711,1.0916545671002496,8095.339696082148,60.02405133289139,0.8420538327754912,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507653021.282852,0.0,1.0,1507653021.282852,0.0,1.0,1507653021.282852,0.0,1.0,1507653021.282852,0.0,1.0,1507653021.282852,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,scaner
112.42014762972984,70.78755190500577,34.654450802057,202.79633081329396,69.91650411177946,40.494029871882965,652.2372953143955,69.38430217439371,43.3167891949015,4039.670065460831,69.30602191801758,43.687162852972506,5920.330323536507,69.29526979000592,43.736591623196546,112.42014762972984,70.78755190500577,34.654450802057,202.79633081329396,69.91650411177946,40.494029871882965,652.2372953143955,69.38430217439371,43.3167891949015,4039.670065460831,69.30602191801758,43.687162852972506,5920.330323536507,69.29526979000592,43.736591623196546,86.62415366327608,74.00000000000003,1.3486991523486091e-06,74.00000000000003,1.8189894035458565e-12,0.0,0.0,143.6446681559698,73.99999999998316,1.5465998401858195e-05,73.99999999998316,2.3919710656628013e-10,0.0,0.0,437.1214252997122,73.9999821727488,0.01579813928997989,73.9999821727488,0.0002495812050256063,0.0,0.0,2684.2915270769213,73.99753478841973,0.18576028869119512,73.99753478841973,0.034506884854636155,0.0,0.0,3929.665246124123,73.99669456924131,0.215093246658924,73.99669456924131,0.04626510475827672,0.0,0.0,86.62415366327608,0.0035155593026763906,0.000335992156532554,143.6446681559698,0.0034911532877793497,14291.96001451876,437.1214252997122,333.39843833604783,502645343562.9994,2684.2915270769213,222842.8804281903,335920977819591.6,3929.665246124123,349783.72678605124,527231551176911.75,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,syn
181.81501185155662,261.52229031194094,58940.77784472038,268.3869466785724,295.40680978145525,60874.587921066464,690.1594375073895,347.8854965940152,59336.602642334314,4860.007367326843,377.4575604557612,56042.792624705646,8348.295387853408,378.6953169182118,55867.133516902155,181.81501185155662,261.52229031194094,58940.77784472038,268.3869466785724,295.40680978145525,60874.587921066464,690.1594375073895,347.8854965940152,59336.602642334314,4860.007367326843,377.4575604557612,56042.792624705646,8348.295387853408,378.6953169182118,55867.133516902155,74.16959022725523,553.9999999999997,1.0789593218788871e-05,553.9999999999997,1.1641532182693479e-10,0.0,0.0,127.894958078138,554.0000000000001,1.52587890625e-05,554.0000000000001,2.3283064365386963e-10,0.0,0.0,402.19794047620337,553.9999882601119,0.07615447686258657,553.9999882601119,0.005799504346214235,0.0,0.0,3123.445173925541,553.9502113043541,4.9591467749202875,553.9502113043541,24.59313673520228,0.0,0.0,5386.587046255441,553.9183009446001,6.352374251430116,553.9183009446001,40.35265863023233,0.0,0.0,74.16959022725523,0.004183960967625908,0.0001739426706157693,127.894958078138,0.003903161310915997,0.02306518463192784,402.19794047620337,4.084534297491174,6152608656.904425,3123.445173925541,122280.67565742307,184342227402704.62,5386.587046255441,243981.84388339642,367781140208124.2,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,udp
91.15990008961563,361.207809775814,58061.9638260339,162.81155084483368,334.86644970559604,60214.447511539336,503.8971005254775,327.8156567940989,60553.57070094713,4144.387571458725,335.40574531341014,60195.314556915284,7986.214992068881,335.5721046095931,60188.27410529554,91.15990008961563,361.207809775814,58061.9638260339,162.81155084483368,334.86644970559604,60214.447511539336,503.8971005254775,327.8156567940989,60553.57070094713,4144.387571458725,335.40574531341014,60195.314556915284,7986.214992068881,335.5721046095931,60188.27410529554,55.58347939206475,553.9655931761677,4.122594710095485,553.9655931761677,16.995787143707275,0.0,0.0,90.61233804078527,553.8053485555654,9.804076925758137,553.8053485555654,96.11992436618313,0.0,0.0,273.4599329995213,553.4051520521507,17.131872114763073,553.4051520521507,293.50104215659667,0.0,0.0,2311.452558162613,553.7701283734851,10.6538135207684,553.7701283734851,113.50374253530754,0.0,0.0,4456.6942218083395,553.7969655388348,10.012881744216278,553.7969655388348,100.25780082365965,0.0,0.0,55.58347939206475,0.005516618567415364,0.00019304618621590188,90.61233804078527,0.005532081685068387,0.00021155662521062807,273.4599329995213,0.2009530532554166,294908293.8493132,2311.452558162613,117331.7840926414,176882581899424.75,4456.6942218083395,284964.0837208228,429547540952594.1,55.57960803379868,554.0000000000001,0.0,554.0000000000001,0.0,0.0,0.0,90.57663394668973,553.9999999999999,7.62939453125e-06,553.9999999999999,5.820766091346741e-11,0.0,0.0,273.13064741254976,554.0000000000007,2.288818359375e-05,554.0000000000007,5.238689482212067e-10,0.0,0.0,2310.376976463924,553.9999999999992,3.9643496877339423e-05,553.9999999999992,1.57160684466362e-09,0.0,0.0,4454.862516322703,553.9999999999997,4.0370961167367405e-05,553.9999999999997,1.6298145055770876e-09,0.0,0.0,udpplain
168.3106818843818,236.1335714477846,58100.55216162727,249.7748043979612,289.47796999454886,63455.714103880746,662.4972995782841,357.8691751990993,61995.695636382676,5277.740930702435,386.4911072784183,58604.940061997855,10385.004800005026,387.8403450643814,58404.67030124544,168.3106818843818,236.1335714477846,58100.55216162727,249.7748043979612,289.47796999454886,63455.714103880746,662.4972995782841,357.8691751990993,61995.695636382676,5277.740930702435,386.4911072784183,58604.940061997855,10385.004800005026,387.8403450643814,58404.67030124544,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507657932.1718712,0.0,1.0,1507657932.1718712,0.0,1.0,1507657932.1718712,0.0,1.0,1507657932.1718712,0.0,1.0,1507657932.1718712,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,ack
1.996605567,102,0,1.997961955,102,9.09E-12,1.999341602,101.9995625,0.018325471,3.115082423,95.12491686,228.088179,26.83387546,92.33369924,407.9222497,1.996605567,102,0,1.997961955,102,9.09E-12,1.999341602,101.9995625,0.018325471,3.115082423,95.12491686,228.088179,26.83387546,92.33369924,407.9222497,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,4.07E-12,9.89E-40,3.84E-28,1.071346187,102,0,144.2497834,0,8.89E-30,0,3.752855922,101.8875181,2.170618965,144.0938158,5.593588288,0.192262854,0.05101297,1,39.02836418,0,1,39.02836418,0,1,39.02836418,2.27E-13,1.071346187,39.19102467,6.352372098,3.752855922,4032417.619,6.06E+15,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,4.07E-12,9.89E-40,3.84E-28,1.071346187,102,0,144.2497834,0,8.89E-30,0,3.752855922,101.8875181,2.170618965,144.0938158,5.593588288,0.192262854,0.05101297,benign_traffic
71.35474087708377,60.00000453701587,0.00021777673327960656,89.7018288161326,60.00042248875546,0.02027915069493247,226.00816843531518,60.01982613793374,0.9447698893250164,2246.46515261073,60.028132762985436,1.0911689763224786,8096.259734432602,60.0240483622193,0.8419498989260319,71.35474087708377,60.00000453701587,0.00021777673327960656,89.7018288161326,60.00042248875546,0.02027915069493247,226.00816843531518,60.01982613793374,0.9447698893250164,2246.46515261073,60.028132762985436,1.0911689763224786,8096.259734432602,60.0240483622193,0.8419498989260319,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507653021.284277,0.0,1.0,1507653021.284277,0.0,1.0,1507653021.284277,0.0,1.0,1507653021.284277,0.0,1.0,1507653021.284277,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,scaner
110.65259390175648,70.81658374223363,34.43368877156172,200.78595229750138,69.9368416694696,40.37498698435866,649.9938480797061,69.39140331518026,43.28287364391235,4038.656707800717,69.30718418023038,43.681799884586326,5921.035190112253,69.29606436900417,43.73294262553645,110.65259390175648,70.81658374223363,34.43368877156172,200.78595229750138,69.9368416694696,40.37498698435866,649.9938480797061,69.39140331518026,43.28287364391235,4038.656707800717,69.30718418023038,43.681799884586326,5921.035190112253,69.29606436900417,43.73294262553645,85.49164446045114,74.00000000000003,1.3486991523486091e-06,74.00000000000003,1.8189894035458565e-12,0.0,0.0,142.51235727445294,73.99999999998326,1.5465998401858195e-05,73.99999999998326,2.3919710656628013e-10,0.0,0.0,435.9477067952706,73.99998221364189,0.015780009561394522,73.99998221364189,0.0002490087017577025,0.0,0.0,2683.953685416477,73.99753570691979,0.1857256858412721,73.99753570691979,0.034494030381210905,0.0,0.0,3930.4693490209397,73.99669541021741,0.21506588909382252,73.99669541021741,0.04625333665171638,0.0,0.0,85.49164446045114,0.003558564389053015,0.0003322183016463828,142.51235727445294,0.0035171228362464416,14191.674254923935,435.9477067952706,332.63368779141945,501492349236.3099,2683.953685416477,222759.85258965238,335795837307964.8,3930.4693490209397,349694.7339232317,527097442706180.06,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,syn
