MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L01_weight,MI_dir_L01_mean,MI_dir_L01_variance,MI_dir_L001_weight,MI_dir_L001_mean,MI_dir_L001_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L01_weight,H_L01_mean,H_L01_variance,H_L001_weight,H_L001_mean,H_L001_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L01_weight,HH_L01_mean,HH_L01_std,HH_L01_magnitude,HH_L01_radius,HH_L01_covariance,HH_L01_pcc,HH_L001_weight,HH_L001_mean,HH_L001_std,HH_L001_magnitude,HH_L001_radius,HH_L001_covariance,HH_L001_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L01_weight,HH_jit_L01_mean,HH_jit_L01_variance,HH_jit_L001_weight,HH_jit_L001_mean,HH_jit_L001_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L01_weight,HpHp_L01_mean,HpHp_L01_std,HpHp_L01_magnitude,HpHp_L01_radius,HpHp_L01_covariance,HpHp_L01_pcc,HpHp_L001_weight,HpHp_L001_mean,HpHp_L001_std,HpHp_L001_magnitude,HpHp_L001_radius,HpHp_L001_covariance,HpHp_L001_pcc,label
154.60905894927373,305.01174438942763,63945.18777230034,245.50026804258584,326.12549605821965,63836.721353220506,672.8553185316575,366.2496533592416,61173.461586181125,5450.548320959829,387.8009576240027,58411.23220071913,11218.839288461892,388.6395568870655,58284.69306737219,154.60905894927373,305.01174438942763,63945.18777230034,245.50026804258584,326.12549605821965,63836.721353220506,672.8553185316575,366.2496533592416,61173.461586181125,5450.548320959829,387.8009576240027,58411.23220071913,11218.839288461892,388.6395568870655,58284.69306737219,74.86370599124393,565.9999999999999,1.3214498959113138e-05,565.9999999999999,1.7462298274040222e-10,0.0,0.0,129.11834113687047,565.9999999999994,2.288818359375e-05,565.9999999999994,5.238689482212067e-10,0.0,0.0,407.23653997969353,565.9999999874532,0.0025197223287768155,565.9999999874532,6.3490006141364574e-06,0.0,0.0,3531.1167415201435,565.9772667496591,3.3915347368141258,565.9772667496591,11.50250787101686,0.0,0.0,7287.163183623258,565.9422390494964,5.405895358642097,565.9422390494964,29.22370462858817,0.0,0.0,74.86370599124393,0.0040248451945474745,8.915364443361799e-05,129.11834113687047,0.003822098859043726,8.436749192149016e-05,407.23653997969353,0.014259054466008756,16108064.127195142,3531.1167415201435,59761.185769927375,90095847498720.31,7287.163183623258,169960.1744819424,256212908980328.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,ack
4.983246915,101.9999156,0.003546436,4.990933161,101.9915754,0.353764129,5.097305796,101.1752363,33.94111361,6.811106174,96.08729538,201.1812964,33.49676605,92.01834537,297.2061746,4.983246915,101.9999156,0.003546436,4.990933161,101.9915754,0.353764129,5.097305796,101.1752363,33.94111361,6.811106174,96.08729538,201.1812964,33.49676605,92.01834537,297.2061746,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,1.82E-12,-7.48E-122,0,1.071673336,102,1.35E-06,144.2497834,1.82E-12,4.66E-76,0,4.219196828,102,1.35E-06,144.2497834,1.82E-12,1.18E-29,0,1,39.02131915,0,1,39.02131915,0,1,39.02131915,0,1.071673336,39.02285021,3.46E-05,4.219196828,39.02687156,14.65572543,1,102,0,144.2497834,0,0,0,1,102,0,144.2497834,0,0,0,1,102,1.35E-06,144.2497834,1.82E-12,-7.48E-122,0,1.071673336,102,1.35E-06,144.2497834,1.82E-12,4.66E-76,0,4.219196828,102,1.35E-06,144.2497834,1.82E-12,1.18E-29,0,benign_traffic
107.70840941805919,60.00000000000002,9.094947017729282e-13,127.38294875275324,60.0000000009965,4.7831690608290955e-08,265.49425324908606,60.00025252216708,0.012038317134283716,2296.9116868916353,60.01807453001764,0.7012279918194508,8743.73526511169,60.021351228122064,0.7475789441159577,107.70840941805919,60.00000000000002,9.094947017729282e-13,127.38294875275324,60.0000000009965,4.7831690608290955e-08,265.49425324908606,60.00025252216708,0.012038317134283716,2296.9116868916353,60.01807453001764,0.7012279918194508,8743.73526511169,60.021351228122064,0.7475789441159577,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507653027.346821,0.0,1.0,1507653027.346821,0.0,1.0,1507653027.346821,0.0,1.0,1507653027.346821,0.0,1.0,1507653027.346821,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,scaner
108.65643681946385,72.26375462966256,21.62310742132468,194.28572948035432,71.11281615565599,32.9350248236733,630.1865592163247,69.82816652347695,42.20875602554042,4372.163139569081,69.36138827502702,43.773545846981506,6815.9721954290035,69.33065121281535,43.80983257762273,108.65643681946385,72.26375462966256,21.62310742132468,194.28572948035432,71.11281615565599,32.9350248236733,630.1865592163247,69.82816652347695,42.20875602554042,4372.163139569081,69.36138827502702,43.773545846981506,6815.9721954290035,69.33065121281535,43.80983257762273,95.10575497874464,73.99999999999999,0.0,73.99999999999999,0.0,0.0,0.0,153.87162826966212,73.99999999999987,1.3486991523486091e-06,73.99999999999987,1.8189894035458565e-12,0.0,0.0,440.7844574210495,73.99999634272999,0.007155542132357523,73.99999634272999,5.1201783207943656e-05,0.0,0.0,2919.556367462801,73.99806386027359,0.16462748108537212,73.99806386027359,0.027102207528514555,0.0,0.0,4538.165459542223,73.99718252376091,0.1985868303381735,73.99718252376091,0.039436729183762516,0.0,0.0,95.10575497874464,0.0030956452979477877,2.8218252633292243e-05,153.87162826966212,0.0031759077120410172,118.11724968154623,440.7844574210495,68.39947846440265,103117973694.41272,2919.556367462801,175017.41383218596,263835603337194.1,4538.165459542223,298147.9306717151,449415935120811.7,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,syn
142.46550619590866,363.24019576710015,57843.13122866557,231.8050272044843,356.9593185758494,58504.4048966783,655.2856037811251,368.83070970311735,57170.9597476114,5055.79343081997,380.19310209308634,55646.27182877663,9202.276568045905,380.40294576828177,55617.22847019106,142.46550619590866,363.24019576710015,57843.13122866557,231.8050272044843,356.9593185758494,58504.4048966783,655.2856037811251,368.83070970311735,57170.9597476114,5055.79343081997,380.19310209308634,55646.27182877663,9202.276568045905,380.40294576828177,55617.22847019106,87.45007838149229,553.9999999999997,1.8688123647942943e-05,553.9999999999997,3.4924596548080444e-10,0.0,0.0,139.33635856259278,553.9999999999994,1.8688123647942943e-05,553.9999999999994,3.4924596548080444e-10,0.0,0.0,409.6159741255562,553.9999977295967,0.03348998835726858,553.9999977295967,0.001121579320169985,0.0,0.0,3277.128110678961,553.9596625146269,4.463752979412527,553.9596625146269,19.9250906612142,0.0,0.0,5969.217862967739,553.927463424549,5.985633359649133,553.927463424549,35.82780671614455,0.0,0.0,87.45007838149229,0.0037386866203649133,0.0003047074473500145,139.33635856259278,0.003693952614135204,0.0004152760814694546,409.6159741255562,0.7927891350376056,1189866652.68201,3277.128110678961,99068.57238881069,149351500350636.12,5969.217862967739,216619.48688115206,326540723682825.1,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,udp
162.88346797003246,425.2187624069806,47033.32419690865,221.00756550480614,445.5112771170224,41823.618717256555,452.2945691247721,412.32557439561515,49913.49386773948,4112.420211558965,344.16233426281553,59622.62330554278,8773.09818943044,339.64949955935907,59939.13848591747,162.88346797003246,425.2187624069806,47033.32419690865,221.00756550480614,445.5112771170224,41823.618717256555,452.2945691247721,412.32557439561515,49913.49386773948,4112.420211558965,344.16233426281553,59622.62330554278,8773.09818943044,339.64949955935907,59939.13848591747,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507659336.030868,0.0,1.0,1507659336.030868,0.0,1.0,1507659336.030868,0.0,1.0,1507659336.030868,0.0,1.0,1507659336.030868,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,udpplain
155.60739817152572,306.6889670579982,63969.17086320517,246.4986857720733,327.0986229663428,63810.22883044778,673.8538729915971,366.54608312635713,61141.80416992687,5451.547149980965,387.83364541656385,58406.34144994748,11219.839047439811,388.6553646399542,58282.30169884695,155.60739817152572,306.6889670579982,63969.17086320517,246.4986857720733,327.0986229663428,63810.22883044778,673.8538729915971,366.54608312635713,61141.80416992687,5451.547149980965,387.83364541656385,58406.34144994748,11219.839047439811,388.6553646399542,58282.30169884695,75.86290182117855,565.9999999999999,1.0789593218788871e-05,565.9999999999999,1.1641532182693479e-10,0.0,0.0,130.11750895796723,565.9999999999994,2.288818359375e-05,565.9999999999994,5.238689482212067e-10,0.0,0.0,408.23566508621127,565.9999999874839,0.0025166249146449395,565.9999999874839,6.333400961011648e-06,0.0,0.0,3532.1159829059948,565.9772731858153,3.3910546248287963,565.9772731858153,11.499251468572767,0.0,0.0,7288.1630270680935,565.9422469748063,5.405524520089734,565.9422469748063,29.21969533729134,0.0,0.0,75.86290182117855,0.003971831855267373,8.818884596233991e-05,130.11750895796723,0.0037927484707055274,8.383032497873033e-05,408.23566508621127,0.01422413357044842,16068606.369079888,3532.1159829059948,59744.266397501306,90070340896574.03,7288.1630270680935,169936.85445275976,256177758281100.84,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,1.0,566.0,0.0,566.0,0.0,0.0,0.0,ack
1,98,0,1,98,0,1.000007002,98.00002223,0.000308233,2.766052492,96.7787879,129.2934783,30.26722024,92.21597352,288.5298533,1,98,0,1,98,0,1.000007002,98.00002223,0.000308233,2.766052492,96.7787879,129.2934783,30.26722024,92.21597352,288.5298533,1,98,0,114.9086594,3.96E-08,6.41E-88,0,1,98,0,114.9086675,0.000593956,1.05E-51,0,1.000000138,97.99999478,0.014086205,114.9964571,6.35513122,-1.94E-13,-5.45E-12,1.376789825,91.51027493,14.30010563,113.5880193,303.2335106,-8.405585502,-0.039282348,11.85608877,77.0225422,18.89680797,105.4229005,474.032788,-24.0268826,-0.072010993,1,22.79500103,0,1,22.79500103,0,1.000000138,22.7949989,3.29E-05,1.376789825,20.29867423,37.11517318,11.85608877,13.03859392,98.86303495,1,98,0,138.5929291,0,0,0,1,98,0,138.5929291,0,0,0,1.000000001,98,1.35E-06,138.5929291,1.82E-12,-1.03E-118,0,1.141658576,98,1.35E-06,138.5929291,2.57E-12,9.48E-33,5.21E-21,5.311068106,98,1.91E-06,138.5929291,5.14E-12,-4.80E-29,-1.32E-17,benign_traffic
108.7080534226095,60.00000000000001,0.0,128.3826961386054,60.00000000098874,4.7458797780564055e-08,266.49407774770873,60.00025157459569,0.011993144446023507,2297.911535057357,60.018066664384115,0.700922975096546,8744.735207312395,60.02134878651261,0.7474935072095832,108.7080534226095,60.00000000000001,0.0,128.3826961386054,60.00000000098874,4.7458797780564055e-08,266.49407774770873,60.00025157459569,0.011993144446023507,2297.911535057357,60.018066664384115,0.700922975096546,8744.735207312395,60.02134878651261,0.7474935072095832,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507653027.346822,0.0,1.0,1507653027.346822,0.0,1.0,1507653027.346822,0.0,1.0,1507653027.346822,0.0,1.0,1507653027.346822,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,scaner
108.06434403754444,72.27982140345182,21.450650396178393,193.572621795219,71.12773140460787,32.80772243395586,629.328872393378,69.83479554315097,42.169297774496044,4371.872584560572,69.36244928758748,43.768453807289006,6816.770977967373,69.33133619237567,43.80660374494255,108.06434403754444,72.27982140345182,21.450650396178393,193.572621795219,71.12773140460787,32.80772243395586,629.328872393378,69.83479554315097,42.169297774496044,4371.872584560572,69.36244928758748,43.768453807289006,6816.770977967373,69.33133619237567,43.80660374494255,94.71221410392063,73.99999999999999,0.0,73.99999999999999,0.0,0.0,0.0,153.51487052107154,73.99999999999987,1.3486991523486091e-06,73.99999999999987,1.8189894035458565e-12,0.0,0.0,440.4850969914506,73.9999963510328,0.007147415283694069,73.9999963510328,5.108554523758357e-05,0.0,0.0,2919.6945862409266,73.99806452340451,0.16459928998702034,73.99806452340451,0.02709292626423121,0.0,0.0,4539.031486264745,73.99718314448279,0.19856495806808672,73.99718314448279,0.039428042572581035,0.0,0.0,94.71221410392063,0.003107929502367778,2.793445717800684e-05,153.51487052107154,0.003182963717634173,117.34783074437787,440.4850969914506,68.24420597091296,102883872768.56656,2919.6945862409266,174957.4700934135,263745249714600.1,4539.031486264745,298082.2453096913,449316943284364.06,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,syn
