tcp,2002.0,0.26837300000000003,100.0,3.371307,3.0,3.735633,100.0,0.0,0.341869,4.009917,DDoS
udp,146981.0,0.635285,86.0,2.755906,4.0,3.654334,100.0,0.0,0.7296060000000001,4.1050010000000015,DDoS
udp,42703.0,0.952693,100.0,2.038434,4.0,3.3857440000000003,100.0,0.0,0.493042,4.061035,DDoS
tcp,143000.0,0.0,14.0,0.0,3.0,0.0,100.0,0.0,0.069923,0.0,DDoS
tcp,229851.0,0.0,45.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,127280.0,1.912596,100.0,0.0,3.0,2.655111,100.0,0.0,0.270838,4.429683,DDoS
udp,254334.0,1.899275,100.0,0.0,4.0,2.68598,100.0,0.0,0.494495,4.02937,DDoS
tcp,36618.0,1.1068440000000002,100.0,0.0,1.0,0.959793,100.0,0.0,0.11962,2.510555,DDoS
udp,40563.0,0.997983,100.0,2.021608,4.0,3.432663,100.0,0.0,0.485788,4.163573,DDoS
udp,19464.0,0.31860900000000003,34.0,3.480985,4.0,3.9311,100.0,0.0,0.598075,4.173874,DDoS
udp,151995.0,1.927495,100.0,0.0,4.0,2.725769,100.0,0.0,0.490734,4.110851,DDoS
udp,76225.0,0.485395,100.0,2.989777,4.0,3.675878,100.0,0.0,0.7686149999999999,4.037928,DDoS
tcp,21376.0,0.009427,100.0,0.0,1.0,0.009427,100.0,0.0,0.204214,0.018854,DDoS
tcp,33771.0,0.050442,100.0,0.0,1.0,0.050442,100.0,0.0,0.200533,0.100885,DDoS
tcp,218494.0,1.419613,95.0,0.0,3.0,2.007566,100.0,0.0,0.329847,3.025918,DDoS
tcp,181767.0,1.540604,61.0,0.0,3.0,2.173487,100.0,0.0,0.31311,3.39122,DDoS
tcp,134988.0,0.136828,100.0,0.0,3.0,0.068414,100.0,0.0,0.114336,0.34207,DDoS
udp,135809.0,1.366354,96.0,1.978908,4.0,3.911206,100.0,0.0,1.0247540000000002,4.884598,DDoS
udp,143737.0,1.896171,100.0,0.0,4.0,2.6815900000000004,100.0,0.0,0.494575,4.022545,DDoS
tcp,131225.0,2.134232,93.0,0.20066,1.0,2.334893,100.0,0.0,0.215804,4.469125,DDoS
udp,73295.0,1.181861,100.0,2.457386,4.0,4.128542,100.0,0.0,0.972266,4.989127,DDoS
udp,165653.0,1.288665,21.0,1.405346,4.0,3.227369,100.0,0.0,0.724317,4.172459,DDoS
tcp,153839.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,215724.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,135524.0,0.056134,72.0,3.49755,3.0,3.553684,100.0,0.0,0.283641,3.609818,DDoS
tcp,188811.0,0.078378,100.0,3.849837,3.0,3.928221,100.0,0.0,0.24932,4.006604,DDoS
