tcp,159632.0,0.143458,100.0,0.0,1.0,0.082825,100.0,0.0,0.119568,0.331301,DDoS
tcp,190035.0,1.568366,100.0,0.0,1.0,2.203581,100.0,0.0,0.39297,3.52408,DDoS
tcp,220276.0,0.0,69.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,92847.0,1.413893,100.0,1.981836,4.0,3.981276,100.0,0.0,1.003282,4.9989,DDoS
udp,84385.0,0.952538,100.0,2.015553,4.0,3.362638,100.0,0.0,0.494807,4.039971,DDoS
udp,239602.0,0.248171,85.0,4.073325,4.0,4.321496,100.0,0.0,0.468531,4.569667,DDoS
udp,18330.0,0.937385,100.0,2.047118,4.0,3.372776,100.0,0.0,0.494464,4.038624,DDoS
udp,55334.0,0.972619,90.0,2.025027,4.0,3.400375,100.0,0.0,0.49065,4.105277,DDoS
udp,237800.0,1.913743,100.0,0.0,4.0,2.706441,100.0,0.0,0.493217,4.061807,DDoS
tcp,261882.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,242713.0,0.00352,100.0,3.923235,3.0,3.926754,100.0,0.0,0.251796,3.930274,DDoS
tcp,212959.0,0.007949,86.0,3.912095,3.0,3.920103,100.0,0.0,0.248885,3.92811,DDoS
tcp,11140.0,0.118894,78.0,3.756979,1.0,3.917647,100.0,0.0,0.31448200000000004,4.040924,DDoS
udp,55072.0,0.951342,53.0,2.041794,4.0,3.3871860000000003,100.0,0.0,0.492957,4.063957,DDoS
udp,73678.0,1.41539,100.0,1.981442,4.0,3.983026,100.0,0.0,1.003281,4.9993089999999984,DDoS
tcp,214296.0,1.512082,71.0,0.0,3.0,2.134794,100.0,0.0,0.317681,3.309796,DDoS
udp,43907.0,0.6480020000000001,100.0,2.777156,4.0,3.693471,100.0,0.0,0.7238180000000001,4.163201,DDoS
udp,236361.0,1.900145,84.0,0.0,4.0,2.687208,100.0,0.0,0.495012,4.034008,DDoS
udp,214368.0,1.897959,100.0,0.0,4.0,2.684119,100.0,0.0,0.494538,4.027929,DDoS
udp,174282.0,0.6452319999999999,100.0,2.769549,4.0,3.681059,100.0,0.0,0.72546,4.173515,DDoS
udp,261835.0,1.027629,90.0,2.009874,4.0,3.037504,100.0,0.0,0.493774,4.065133,DDoS
udp,154049.0,1.400723,81.0,1.378547,4.0,3.347625,100.0,0.0,0.624888,4.519476,DDoS
tcp,225113.0,1.594859,100.0,0.153684,1.0,2.408395,100.0,0.07484500000000001,0.443962,3.586456,DDoS
