udp,201997.0,1.909136,40.0,0.0,4.0,2.69992,100.0,0.0,0.493447,4.054782,DDoS
tcp,34799.0,2.2304,100.0,0.0,3.0,2.2304,100.0,0.0,0.136031,4.460799,DDoS
tcp,93043.0,1.409186,79.0,0.0,3.0,1.992737,100.0,0.0,0.328482,3.0104740000000003,DDoS
udp,89317.0,1.370219,97.0,1.96934,4.0,3.907121,100.0,0.0,0.952021,4.876983999999998,DDoS
udp,193867.0,1.281693,24.0,1.415556,4.0,3.227807,100.0,0.0,0.724196,4.164198000000002,DDoS
udp,7845.0,0.81,98.0,2.982372,4.0,3.989529,100.0,0.0,0.932488,4.965736,DDoS
tcp,47325.0,0.084737,100.0,3.5512900000000003,3.0,3.636033,100.0,0.0,0.27124000000000004,3.720775,DDoS
udp,171469.0,0.6452939999999999,61.0,2.769622,4.0,3.681299,100.0,0.0,0.7253569999999999,4.17237,DDoS
udp,39796.0,0.950745,45.0,2.03854,4.0,3.3830949999999995,100.0,0.0,0.4930100000000001,4.0567199999999985,DDoS
udp,250967.0,1.90031,100.0,0.0,4.0,2.687444,100.0,0.0,0.494565,4.031332,DDoS
tcp,143158.0,0.0,19.0,0.221388,1.0,0.221388,100.0,0.0,4.516957,0.221388,DDoS
udp,70015.0,1.368993,100.0,1.970443,4.0,3.906483,100.0,0.0,1.024202,4.879352,DDoS
udp,77542.0,1.414409,100.0,1.983272,4.0,3.983471,100.0,0.0,0.931648,4.998826,DDoS
udp,141648.0,0.909062,100.0,2.166294,4.0,3.451318,100.0,0.0,0.483999,4.127441,DDoS
udp,67256.0,0.954003,100.0,2.036443,4.0,3.385596,100.0,0.0,0.493199,4.0651410000000014,DDoS
udp,234610.0,0.310462,93.0,4.052114,4.0,4.362573,100.0,0.0,0.464974,4.673032,DDoS
tcp,153607.0,1.940099,18.0,0.0,1.0,2.74369,100.0,0.0,0.316781,4.1254870000000015,DDoS
udp,29402.0,0.6466609999999999,100.0,2.754036,4.0,3.667984,100.0,0.0,0.728954,4.152893,DDoS
udp,72778.0,1.368656,100.0,1.970824,4.0,3.906388,100.0,0.0,1.024632,4.878633,DDoS
tcp,260095.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.097336,0.0,DDoS
udp,252257.0,1.906597,100.0,0.0,4.0,2.696334,100.0,0.0,0.493207,4.045137,DDoS
udp,114385.0,0.6471520000000001,28.0,2.773642,4.0,3.688285,100.0,0.0,0.7243229999999999,4.173533,DDoS
udp,121324.0,2.059908,42.0,0.0,4.0,2.894946,100.0,0.0,0.393122,4.6240120000000005,DDoS
tcp,135852.0,0.15041600000000002,86.0,0.0,1.0,0.15036300000000002,100.0,0.060395,0.118171,0.306374,DDoS
udp,47458.0,0.664705,85.0,2.714054,4.0,3.6536,100.0,0.0,0.7313189999999999,4.14964,DDoS
udp,63651.0,0.951399,93.0,2.041615,4.0,3.387085,100.0,0.0,0.493019,4.064636,DDoS
tcp,87613.0,1.424506,100.0,0.0,3.0,2.014256,100.0,0.0,0.330625,3.051437,DDoS
tcp,160649.0,1.541118,100.0,0.0,3.0,2.17375,100.0,0.0,0.31095900000000004,3.397274,DDoS
tcp,115153.0,0.119405,100.0,3.161464,1.0,3.259373,100.0,0.0,0.382648,3.427477,DDoS
tcp,125998.0,1.683715,100.0,0.0,1.0,2.380401,100.0,0.0,0.377138,3.621684,DDoS
udp,103400.0,2.1018950000000003,95.0,0.0,4.0,2.943653,100.0,0.0,0.387361,4.773422,DDoS
tcp,148667.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,184569.0,0.63883,100.0,2.752788,4.0,3.656229,100.0,0.0,0.729438,4.109886,DDoS
udp,7245.0,0.93753,85.0,2.046452,4.0,3.372315,100.0,0.0,0.494455,4.038462,DDoS
tcp,250393.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,182589.0,0.0,51.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,114617.0,2.0767740000000003,78.0,0.0,4.0,2.914802,100.0,0.0,0.390143,4.684344,DDoS
tcp,94397.0,1.7923759999999995,66.0,0.0,1.0,2.528835,100.0,0.0,0.355444,3.943795,DDoS
udp,30724.0,0.5668,100.0,2.764509,4.0,3.466192,100.0,0.0,0.586357,4.152628,DDoS
udp,237964.0,0.265975,43.0,4.062117,4.0,4.328096,100.0,0.0,0.467508,4.594075,DDoS
tcp,155643.0,0.10628,100.0,0.0,1.0,0.061361,100.0,0.0,0.119452,0.245442,DDoS
udp,202931.0,2.153061,100.0,0.0,4.0,3.012132,100.0,0.0,0.6779649999999999,4.9039480000000015,DDoS
udp,244884.0,1.89926,60.0,0.0,4.0,2.68596,100.0,0.0,0.494886,4.030018,DDoS
udp,149510.0,1.911159,100.0,0.0,4.0,2.702784,100.0,0.0,0.493495,4.057766,DDoS
udp,116227.0,0.822325,100.0,2.31893,4.0,3.481872,100.0,0.0,0.482747,4.063922,DDoS
tcp,213224.0,2.013102,100.0,0.0,3.0,2.013102,100.0,0.0,0.139344,4.026203,DDoS
udp,180912.0,0.6441520000000001,100.0,2.769432,4.0,3.679445,100.0,0.0,0.725605,4.170601,DDoS
tcp,109979.0,1.928041,100.0,0.0,1.0,2.693499,100.0,0.0,0.33978600000000003,4.407414,DDoS
udp,133863.0,2.028772,95.0,0.0,4.0,2.856941,100.0,0.0,0.396557,4.514081,DDoS
