proto,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,category
discrete,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete
,,,,,,,,,,,class
udp,57426.0,0.5641390000000001,100.0,2.757489,4.0,3.464556,100.0,0.0,0.536038,4.1381190000000005,DDoS
udp,184296.0,0.645988,100.0,2.767816,4.0,3.680454,100.0,0.0,0.7256020000000001,4.17239,DDoS
tcp,173628.0,0.0,89.0,0.0,3.0,0.0,99.0,0.0,0.070739,0.0,DDoS
udp,254003.0,1.899233,88.0,0.0,4.0,2.685921,100.0,0.0,0.494512,4.029303,DDoS
tcp,67263.0,0.08778899999999999,80.0,4.17705,1.0,4.264839,100.0,0.0,0.269322,4.352628,DDoS
udp,127728.0,1.953054,100.0,0.0,4.0,2.761899,100.0,0.0,0.484623,4.166576,DDoS
tcp,155017.0,0.0,98.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,161757.0,0.6459010000000001,100.0,2.76961,4.0,3.682162,100.0,0.0,0.725024,4.173316000000002,DDoS
tcp,18797.0,1.043785,44.0,0.0,1.0,0.896466,100.0,0.0,0.12311,2.360323,DDoS
tcp,82776.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.08023,0.0,DDoS
tcp,186642.0,1.438417,100.0,0.0,3.0,2.033888,100.0,0.0,0.324149,3.083067,DDoS
udp,220482.0,0.589644,72.0,2.86184,4.0,3.451483,100.0,0.0,0.363865,4.041126,DDoS
udp,51771.0,0.67696,100.0,2.68972,4.0,3.646532,100.0,0.0,0.73241,4.153134,DDoS
udp,113191.0,0.6454979999999999,76.0,2.773739,4.0,3.68618,100.0,0.0,0.72431,4.166686,DDoS
udp,196737.0,1.901018,76.0,0.0,4.0,2.688445,100.0,0.0,0.494534,4.033163,DDoS
tcp,117679.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.100314,0.0,DDoS
tcp,210376.0,0.031966,29.0,3.661708,3.0,3.693674,100.0,0.0,0.266324,3.72564,DDoS
udp,146450.0,1.367702,100.0,1.976352,4.0,3.910564,100.0,0.0,1.024831,4.883511,DDoS
udp,29732.0,0.454414,63.0,3.985945,4.0,4.341028,100.0,0.0,0.8396790000000001,4.982443,DDoS
udp,50430.0,0.888056,88.0,2.796035,4.0,3.927289,100.0,0.0,1.018924,4.965318,DDoS
udp,95091.0,0.8096140000000001,39.0,3.245153,4.0,4.3898150000000005,100.0,0.0,0.85587,4.985104,DDoS
udp,130918.0,1.876246,28.0,0.985909,4.0,3.639278,100.0,0.0,0.928392,4.979066,DDoS
udp,196885.0,1.912428,100.0,0.0,4.0,2.704576,100.0,0.0,0.493407,4.06142,DDoS
udp,108277.0,1.872586,100.0,0.988866,4.0,3.636984,100.0,0.0,1.00518,4.982818,DDoS
tcp,82515.0,1.619742,48.0,0.0,1.0,1.254068,100.0,0.0,0.26776,3.541172,DDoS
tcp,150699.0,0.035645,74.0,3.661928,3.0,3.697586,100.0,0.0,0.269618,3.733243,DDoS
udp,135979.0,1.879927,100.0,0.980623,4.0,3.639205000000001,100.0,0.0,1.005733,4.980571,DDoS
tcp,8921.0,0.086083,64.0,3.342481,1.0,3.441875,100.0,0.0,0.339409,3.552449,DDoS
udp,132413.0,0.645165,100.0,2.772629,4.0,3.684317,100.0,0.0,0.72451,4.171397,DDoS
tcp,5875.0,1.029281,100.0,0.325449,1.0,1.35473,100.0,0.0,0.207752,2.38401,DDoS
udp,193615.0,1.225741,92.0,1.37057,4.0,3.09007,100.0,0.0,0.6647810000000001,4.139952,DDoS
tcp,130339.0,1.964636,56.0,0.0,1.0,2.77579,100.0,0.124676,0.380859,4.268257,DDoS
udp,120054.0,0.641975,100.0,2.7801150000000003,4.0,3.687486,100.0,0.0,0.7244,4.167708,DDoS
udp,564.0,1.289106,94.0,1.386135,4.0,3.208791,100.0,0.0,0.6559189999999999,4.1538260000000005,DDoS
tcp,73710.0,1.885117,100.0,0.0,3.0,1.332979,100.0,0.0,0.083574,3.998937,DDoS
tcp,115122.0,1.914594,100.0,0.0,3.0,2.652371,100.0,0.0,0.270949,4.449941,DDoS
tcp,66757.0,1.4300540000000002,100.0,0.0,3.0,1.4300540000000002,100.0,0.0,0.057577,2.8601080000000003,DDoS
udp,28493.0,0.632919,100.0,2.760297,4.0,3.655362,100.0,0.0,0.72934,4.108033,DDoS
udp,143523.0,0.8947379999999999,100.0,2.196406,4.0,3.4611690000000004,100.0,0.0,0.483005,4.127004,DDoS
tcp,183870.0,1.66858,100.0,0.0,1.0,2.356566,100.0,0.0,0.375933,3.640626,DDoS
tcp,191133.0,0.0,75.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,101444.0,2.292042,85.0,0.0,3.0,2.292042,100.0,0.0,0.13912,4.584084,DDoS
tcp,154007.0,1.7257619999999998,98.0,0.0,3.0,2.43912,100.0,0.0,0.29038800000000003,3.732188,DDoS
tcp,258571.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.096853,0.0,DDoS
tcp,208294.0,0.0,85.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,105760.0,0.464167,71.0,3.344804,1.0,3.75712,100.0,0.0,0.33983800000000003,4.405626,DDoS
udp,185704.0,0.6409819999999999,65.0,2.749735,4.0,3.656212000000001,100.0,0.0,0.7296020000000001,4.112877,DDoS
udp,233638.0,0.314624,100.0,4.036732,4.0,4.351359,100.0,0.0,0.466692,4.665986,DDoS
udp,40184.0,0.648494,81.0,2.749653,4.0,3.666186,100.0,0.0,0.729511,4.15257,DDoS
tcp,126091.0,0.113881,88.0,0.0,3.0,0.065749,100.0,0.0,0.0893,0.262997,DDoS
tcp,102694.0,1.700317,100.0,0.0,1.0,1.377398,100.0,0.023802,0.117999,3.773053,DDoS
udp,129025.0,1.876796,22.0,0.986537,4.0,3.640663,100.0,0.0,1.005385,4.983723,DDoS
udp,131901.0,1.954794,60.0,0.0,4.0,2.764397,100.0,0.0,0.4844270000000001,4.166894,DDoS
udp,254590.0,1.92544,100.0,0.0,4.0,2.722969,100.0,0.0,0.490699,4.09227,DDoS
tcp,195025.0,0.0,54.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
tcp,83389.0,0.15065599999999998,100.0,0.0,1.0,0.149862,100.0,0.028942,0.112697,0.321567,DDoS
tcp,178580.0,1.892187,57.0,0.0,1.0,1.337978,100.0,0.0,0.2089,4.013934,DDoS
udp,227865.0,1.922529,100.0,0.0,4.0,2.718823,100.0,0.0,0.490796,4.09158,DDoS
tcp,119488.0,0.099271,86.0,0.0,3.0,0.049636,100.0,0.0,0.115948,0.248178,DDoS
tcp,174828.0,0.13375,88.0,0.0,1.0,0.185736,100.0,0.057784,0.13864500000000002,0.30959000000000003,DDoS
tcp,90838.0,0.131132,100.0,0.0,1.0,0.106954,100.0,0.130921,0.154308,0.276989,DDoS
tcp,86124.0,0.0,64.0,0.0,3.0,0.0,100.0,0.0,0.087025,0.0,DDoS
udp,87875.0,0.8071619999999999,100.0,3.0094220000000003,4.0,3.985257,100.0,0.0,0.8694059999999999,4.986083,DDoS
udp,119116.0,0.7282609999999999,62.0,2.578095,4.0,3.607747,100.0,0.0,0.739075,4.142779,DDoS
udp,917.0,0.64774,10.0,2.752109,4.0,3.667666000000001,100.0,0.0,0.728799,4.151251,DDoS
tcp,204032.0,0.0,37.0,0.244277,1.0,0.244277,100.0,0.0,4.093713,0.244277,DDoS
tcp,221937.0,1.473543,57.0,0.0,1.0,2.081163,100.0,0.0,0.412681,3.214301,DDoS
udp,255747.0,1.909864,100.0,0.0,4.0,2.700955,100.0,0.0,0.493154,4.052144,DDoS
udp,91753.0,0.8614860000000001,100.0,3.1345650000000003,4.0,4.35257,100.0,0.0,0.928478,4.985731,DDoS
udp,189521.0,1.247405,84.0,1.369184,4.0,3.126277,100.0,0.0,0.576531,4.140833,DDoS
udp,167607.0,0.6390979999999999,100.0,2.749932,4.0,3.653749,100.0,0.0,0.7296100000000001,4.108768,DDoS
tcp,66509.0,1.922909,11.0,0.0,3.0,2.7176720000000003,100.0,0.0,0.251041,4.160575,DDoS
udp,124077.0,2.050555,70.0,0.0,4.0,2.883414,100.0,0.0,0.394087,4.5927190000000016,DDoS
udp,10399.0,0.46344,100.0,3.994139,4.0,4.339275,100.0,0.0,0.838348,4.994366,DDoS
udp,63820.0,0.941896,100.0,2.036531,4.0,3.368568,100.0,0.0,0.494799,4.037785,DDoS
tcp,121508.0,1.9163,79.0,0.0,1.0,2.69979,100.0,0.0,0.317744,4.25378,DDoS
udp,156565.0,2.040109,85.0,0.0,4.0,2.877352,100.0,0.0,0.547658,4.499612,DDoS
udp,186650.0,1.909296,100.0,0.0,4.0,2.700145,100.0,0.0,0.493325,4.055553,DDoS
udp,145424.0,0.633789,87.0,2.7579740000000004,4.0,3.654285,100.0,0.0,0.7295050000000001,4.1027260000000005,DDoS
tcp,1831.0,1.340395,100.0,0.0,1.0,2.310981,100.0,0.111575,0.473556,3.290725,DDoS
udp,125842.0,0.731503,100.0,2.5708990000000003,4.0,3.605134,100.0,0.0,0.665517,4.142536,DDoS
tcp,80610.0,1.45555,50.0,0.0,1.0,1.45555,100.0,0.0,0.07355700000000001,2.9111,DDoS
udp,187812.0,1.925699,100.0,0.0,4.0,2.7232830000000003,100.0,0.0,0.49077,4.1015169999999985,DDoS
udp,152000.0,1.927495,100.0,0.0,4.0,2.725769,100.0,0.0,0.490734,4.11085,DDoS
tcp,12165.0,0.139916,100.0,0.0,1.0,0.211675,100.0,0.081233,0.143654,0.393177,DDoS
udp,122915.0,0.821808,100.0,2.983575,4.0,3.988989,100.0,0.0,1.002645,4.996582,DDoS
udp,219298.0,1.923381,100.0,0.0,4.0,2.720024,100.0,0.0,0.49079,4.093908,DDoS
tcp,56599.0,0.076713,84.0,0.0,1.0,0.04429,100.0,0.0,0.093063,0.177161,DDoS
udp,27410.0,0.994276,91.0,2.021717,4.0,3.427455,100.0,0.0,0.485728,4.158658,DDoS
udp,104184.0,1.953713,100.0,0.0,4.0,2.76286,100.0,0.0,0.403822,4.1653699999999985,DDoS
tcp,24120.0,2.226342,100.0,0.0,3.0,2.226342,100.0,0.0,0.135964,4.452685,DDoS
tcp,75773.0,1.308351,100.0,0.199179,1.0,2.049447,100.0,0.0,0.40854,2.981927,DDoS
tcp,3497.0,0.080538,100.0,0.005451,1.0,0.085988,100.0,0.111152,0.333455,0.166526,DDoS
tcp,153020.0,0.0,96.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,DDoS
udp,157476.0,1.927422,100.0,0.0,4.0,2.725675,100.0,0.0,0.49076,4.109811,DDoS
tcp,80246.0,1.65946,60.0,0.0,3.0,1.173416,100.0,0.0,0.204148,3.520247,DDoS
udp,10749.0,0.993864,45.0,2.021971,4.0,3.426996,100.0,0.0,0.485713,4.162309,DDoS
udp,81777.0,1.367599,82.0,1.973131,4.0,3.907207,100.0,0.0,0.951237,4.876281,DDoS
udp,53792.0,0.940723,80.0,2.0423400000000003,4.0,3.372721,100.0,0.0,0.494826,4.040253,DDoS
udp,223931.0,0.403153,100.0,4.04115,4.0,4.444306,100.0,0.0,0.457799,4.847462,DDoS
tcp,88809.0,0.104607,99.0,4.044752,3.0,4.149369,100.0,0.0,0.205723,4.253986,DDoS
tcp,95519.0,0.143341,100.0,0.0,1.0,0.082758,100.0,0.0,0.100735,0.331033,DDoS
tcp,48177.0,0.0,100.0,0.0,3.0,0.0,100.0,0.0,0.094511,0.0,DDoS
udp,111495.0,1.953525,48.0,0.0,4.0,2.762599,100.0,0.0,0.4845890000000001,4.164552,DDoS
tcp,184067.0,1.443223,100.0,0.0,3.0,2.040646,100.0,0.0,0.32411,3.095062,DDoS
udp,175127.0,0.644948,78.0,2.769513,4.0,3.680729,100.0,0.0,0.65296,4.170969,DDoS
udp,223405.0,1.901606,100.0,0.0,4.0,2.689274,100.0,0.0,0.494504,4.037543,DDoS
udp,119913.0,0.8217260000000001,94.0,2.983205,4.0,3.988171,100.0,0.0,1.002556,4.996011,DDoS
udp,257877.0,1.92581,100.0,0.0,4.0,2.723495,100.0,0.0,0.490702,4.091622,DDoS
udp,15430.0,0.912874,100.0,2.936611,4.0,4.227561,100.0,0.0,1.024519,4.882754,DDoS
tcp,63946.0,1.706882,35.0,0.0,3.0,2.404388,100.0,0.0,0.28086,3.791941000000001,DDoS
udp,62253.0,0.045319,59.0,3.986476,4.0,4.025134,100.0,0.0,0.8333780000000001,4.088712,DDoS
tcp,46523.0,0.117539,36.0,0.0,3.0,0.067861,100.0,0.0,0.09318,0.271444,DDoS
tcp,213888.0,0.13156800000000002,59.0,3.376682,3.0,3.50825,100.0,0.0,0.284184,3.639818,DDoS
udp,16566.0,0.31960900000000003,96.0,3.480175,4.0,3.931601,100.0,0.0,0.597774,4.176935,DDoS
udp,122572.0,0.8505510000000001,100.0,2.756768,4.0,3.89951,100.0,0.0,0.622398,4.796089,DDoS
